trace,round_start_tsc,round_done_tsc,rest_start_tsc,trace_done_tsc,first_round_cycles,attacker_measurement_window_cycles,rest_aes_cycles,trace_wall_cycles
1974,234987571513381,234987571514627,234987571577953,234987571578625,1246,63326,672,65244
1975,234987571676965,234987571678211,234987571744387,234987571745053,1246,66176,666,68088
1976,234987571842487,234987571843717,234987571910959,234987571911635,1230,67242,676,69148
1977,234987572016757,234987572018059,234987572084765,234987572085431,1302,66706,666,68674
1978,234987572189611,234987572190913,234987572259277,234987572259953,1302,68364,676,70342
1979,234987572364811,234987572367047,234987572433907,234987572434571,2236,66860,664,69760
1980,234987572549833,234987572551403,234987572575631,234987572576285,1570,24228,654,26452
1981,234987572679767,234987572682103,234987572746709,234987572747359,2336,64606,650,67592
1982,234987572864273,234987572865631,234987572936189,234987572936855,1358,70558,666,72582
1983,234987573052867,234987573055145,234987573124307,234987573124985,2278,69162,678,72118
1984,234987573241387,234987573243709,234987573311983,234987573312679,2322,68274,696,71292
1985,234987573429053,234987573430453,234987573500569,234987573501241,1400,70116,672,72188
1986,234987573617219,234987573618637,234987573687935,234987573688591,1418,69298,656,71372
1987,234987573804937,234987573806357,234987573877583,234987573878281,1420,71226,698,73344
1988,234987573994453,234987573995839,234987574066117,234987574066769,1386,70278,652,72316
1989,234987574182869,234987574185247,234987574254709,234987574255373,2378,69462,664,72504
1990,234987574388471,234987574389901,234987574459903,234987574460555,1430,70002,652,72084
1991,234987574577555,234987574579013,234987574650565,234987574651243,1458,71552,678,73688
1992,234987574767353,234987574768807,234987574839017,234987574839683,1454,70210,666,72330
1993,234987574955243,234987574956647,234987575027405,234987575028067,1404,70758,662,72824
1994,234987575144237,234987575146561,234987575216431,234987575217115,2324,69870,684,72878
1995,234987575332567,234987575334907,234987575404067,234987575404739,2340,69160,672,72172
1996,234987575520625,234987575522035,234987575593879,234987575594549,1410,71844,670,73924
1997,234987575710429,234987575712703,234987575783057,234987575783681,2274,70354,624,73252
1998,234987575899589,234987575901047,234987575970157,234987575970811,1458,69110,654,71222
1999,234987576087049,234987576089363,234987576161189,234987576161855,2314,71826,666,74806
2000,234987576286961,234987576288355,234987576358135,234987576358799,1394,69780,664,71838
2001,234987576474925,234987576476369,234987576544381,234987576545087,1444,68012,706,70162
2002,234987576661579,234987576663025,234987576733175,234987576733817,1446,70150,642,72238
2003,234987576849919,234987576851321,234987576922817,234987576923459,1402,71496,642,73540
2004,234987577039637,234987577041067,234987577110517,234987577111193,1430,69450,676,71556
2005,234987577227487,234987577228889,234987577298789,234987577299455,1402,69900,666,71968
2006,234987577423561,234987577425017,234987577494581,234987577495237,1456,69564,656,71676
2007,234987577611257,234987577612663,234987577682173,234987577682791,1406,69510,618,71534
2008,234987577798721,234987577800121,234987577873843,234987577874503,1400,73722,660,75782
2009,234987577989973,234987577991429,234987578059069,234987578059685,1456,67640,616,69712
2010,234987578184799,234987578186191,234987578260417,234987578261075,1392,74226,658,76276
2011,234987578376877,234987578378327,234987578447011,234987578447681,1450,68684,670,70804
2012,234987578563945,234987578565331,234987578638027,234987578638709,1386,72696,682,74764
2013,234987578754373,234987578755787,234987578825933,234987578826637,1414,70146,704,72264
2014,234987578951797,234987578953255,234987579022381,234987579023029,1458,69126,648,71232
2015,234987579138973,234987579141341,234987579209389,234987579210085,2368,68048,696,71112
2016,234987579325915,234987579327341,234987579397337,234987579398005,1426,69996,668,72090
2017,234987579514083,234987579515521,234987579585505,234987579586181,1438,69984,676,72098
2018,234987579701851,234987579703273,234987579772327,234987579772999,1422,69054,672,71148
2019,234987579889069,234987579890479,234987579962797,234987579963485,1410,72318,688,74416
2020,234987580087403,234987580088809,234987580158733,234987580160659,1406,69924,1926,73256
2021,234987580286621,234987580288049,234987580357531,234987580358219,1428,69482,688,71598
2022,234987580474525,234987580475947,234987580543699,234987580544353,1422,67752,654,69828
2023,234987580660531,234987580662857,234987580733287,234987580733935,2326,70430,648,73404
2024,234987580849559,234987580851545,234987580923025,234987580923697,1986,71480,672,74138
2025,234987581039363,234987581040781,234987581110357,234987581111021,1418,69576,664,71658
2026,234987581226775,234987581228209,234987581296501,234987581297185,1434,68292,684,70410
2027,234987581412595,234987581414065,234987581482355,234987581483023,1470,68290,668,70428
2028,234987581599139,234987581600909,234987581670563,234987581671243,1770,69654,680,72104
2029,234987581786797,234987581788363,234987581857525,234987581858203,1566,69162,678,71406
2030,234987581974043,234987581976613,234987582047933,234987582048541,2570,71320,608,74498
2031,234987582172699,234987582174637,234987582245315,234987582245989,1938,70678,674,73290
2032,234987582362143,234987582363593,234987582432865,234987582433481,1450,69272,616,71338
2033,234987582549301,234987582550711,234987582622003,234987582622639,1410,71292,636,73338
2034,234987582738781,234987582740219,234987582811931,234987582812623,1438,71712,692,73842
2035,234987582928489,234987582930933,234987583002221,234987583002887,2444,71288,666,74398
2036,234987583118591,234987583120895,234987583192979,234987583193635,2304,72084,656,75044
2037,234987583318319,234987583319761,234987583389757,234987583390381,1442,69996,624,72062
2038,234987583505873,234987583507291,234987583578253,234987583578913,1418,70962,660,73040
2039,234987583694999,234987583697917,234987583767467,234987583768183,2918,69550,716,73184
2040,234987583884983,234987583887283,234987583960049,234987583960707,2300,72766,658,75724
2041,234987584085913,234987584087305,234987584161127,234987584161793,1392,73822,666,75880
2042,234987584277163,234987584278597,234987584349307,234987584349935,1434,70710,628,72772
2043,234987584466185,234987584468533,234987584537899,234987584538583,2348,69366,684,72398
2044,234987584654473,234987584655937,234987584725661,234987584726341,1464,69724,680,71868
2045,234987584841823,234987584843857,234987584914213,234987584914883,2034,70356,670,73060
2046,234987585031493,234987585033811,234987585105295,234987585105967,2318,71484,672,74474
2047,234987585221569,234987585223007,234987585294035,234987585294689,1438,71028,654,73120
2048,234987585410437,234987585412625,234987585482855,234987585483535,2188,70230,680,73098
2049,234987585599603,234987585601003,234987585673127,234987585673765,1400,72124,638,74162
2050,234987585789901,234987585791261,234987585863353,234987585864031,1360,72092,678,74130
2051,234987585988429,234987585989813,234987586060895,234987586061585,1384,71082,690,73156
2052,234987586177691,234987586179049,234987586250675,234987586251349,1358,71626,674,73658
2053,234987586375583,234987586377889,234987586449061,234987586449755,2306,71172,694,74172
2054,234987586565691,234987586568047,234987586636271,234987586636975,2356,68224,704,71284
2055,234987586753051,234987586754489,234987586824707,234987586825381,1438,70218,674,72330
2056,234987586941329,234987586943627,234987587014597,234987587015269,2298,70970,672,73940
2057,234987587132015,234987587133847,234987587202151,234987587202815,1832,68304,664,70800
2058,234987587319239,234987587321159,234987587390743,234987587391343,1920,69584,600,72104
2059,234987587515739,234987587518067,234987587587975,234987587588605,2328,69908,630,72866
2060,234987587704397,234987587705839,234987587777003,234987587777665,1442,71164,662,73268
2061,234987587902291,234987587903735,234987587973295,234987587973961,1444,69560,666,71670
2062,234987588090193,234987588091589,234987588164545,234987588165161,1396,72956,616,74968
2063,234987588280747,234987588282139,234987588353179,234987588353833,1392,71040,654,73086
2064,234987588469505,234987588471913,234987588541543,234987588542221,2408,69630,678,72716
2065,234987588658135,234987588660467,234987588729973,234987588730667,2332,69506,694,72532
2066,234987588846353,234987588848675,234987588918325,234987588919007,2322,69650,682,72654
2067,234987589035283,234987589036727,234987589106557,234987589107235,1444,69830,678,71952
2068,234987589244965,234987589246373,234987589318129,234987589318817,1408,71756,688,73852
2069,234987589435585,234987589437877,234987589507549,234987589508225,2292,69672,676,72640
2070,234987589624565,234987589626007,234987589694465,234987589695145,1442,68458,680,70580
2071,234987589819319,234987589821235,234987589892797,234987589893473,1916,71562,676,74154
2072,234987590009239,234987590010641,234987590082625,234987590083333,1402,71984,708,74094
2073,234987590199539,234987590200975,234987590271607,234987590272309,1436,70632,702,72770
2074,234987590388845,234987590391179,234987590459525,234987590460203,2334,68346,678,71358
2075,234987590576101,234987590577515,234987590649299,234987590649977,1414,71784,678,73876
2076,234987590766121,234987590768419,234987590838767,234987590839427,2298,70348,660,73306
2077,234987590955397,234987590957935,234987591027749,234987591028405,2538,69814,656,73008
2078,234987591145049,234987591146521,234987591215849,234987591216509,1472,69328,660,71460
2079,234987591332731,234987591334207,234987591403175,234987591403837,1476,68968,662,71106
2080,234987591520159,234987591521587,234987591591349,234987591591997,1428,69762,648,71838
2081,234987591717413,234987591718825,234987591788815,234987591789493,1412,69990,678,72080
2082,234987591905455,234987591906913,234987591974995,234987591975647,1458,68082,652,70192
2083,234987592091417,234987592092925,234987592161967,234987592162657,1508,69042,690,71240
2084,234987592286851,234987592288271,234987592357669,234987592358323,1420,69398,654,71472
2085,234987592474663,234987592476079,234987592547075,234987592547747,1416,70996,672,73084
2086,234987592663861,234987592665289,234987592735259,234987592735963,1428,69970,704,72102
2087,234987592851895,234987592853335,234987592922855,234987592923515,1440,69520,660,71620
2088,234987593040139,234987593041585,234987593112049,234987593112715,1446,70464,666,72576
2089,234987593228533,234987593229965,234987593301107,234987593301773,1432,71142,666,73240
2090,234987593417995,234987593419427,234987593490955,234987593491643,1432,71528,688,73648
2091,234987593616427,234987593617849,234987593685715,234987593686415,1422,67866,700,69988
2092,234987593802349,234987593803763,234987593874583,234987593875253,1414,70820,670,72904
2093,234987593990875,234987593992307,234987594061535,234987594062243,1432,69228,708,71368
2094,234987594178393,234987594179845,234987594249409,234987594250095,1452,69564,686,71702
2095,234987594365797,234987594367201,234987594437125,234987594437795,1404,69924,670,71998
2096,234987594553429,234987594554881,234987594625387,234987594626029,1452,70506,642,72600
2097,234987594742351,234987594744623,234987594814261,234987594814931,2272,69638,670,72580
2098,234987594930821,234987594932473,234987595003435,234987595004107,1652,70962,672,73286
2099,234987595119529,234987595121821,234987595194715,234987595195375,2292,72894,660,75846
2100,234987595319509,234987595321837,234987595392257,234987595392923,2328,70420,666,73414
2101,234987595525309,234987595526731,234987595597589,234987595598167,1422,70858,578,72858
2102,234987595714997,234987595717275,234987595785709,234987595786351,2278,68434,642,71354
2103,234987595902283,234987595903697,234987595975985,234987595976665,1414,72288,680,74382
2104,234987596092471,234987596093887,234987596163221,234987596163877,1416,69334,656,71406
2105,234987596287645,234987596289101,234987596357597,234987596358289,1456,68496,692,70644
2106,234987596474525,234987596475919,234987596548217,234987596548885,1394,72298,668,74360
2107,234987596665141,234987596666579,234987596736271,234987596736881,1438,69692,610,71740
